student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
185,19,Other,High School,7.74,0.95,4.68,0.41,4.55,8.7,7.42,5,331,Yes,No,Good,13.89,24.93,19.55,38.54,60.47
186,25,Female,High School,4.0,1.28,0.69,1.13,4.95,6.79,4.51,102,256,No,Yes,Poor,11.21,84.43,44.92,82.52,50.72
187,24,Female,Undergraduate,6.98,0.77,2.07,3.82,0.36,5.13,8.37,118,321,Yes,No,Good,84.18,55.44,32.82,85.96,74.05
188,20,Female,Postgraduate,6.94,5.36,4.26,0.4,4.02,5.66,6.8,1,152,Yes,No,Poor,94.17,70.47,43.71,52.24,47.59
189,18,Other,High School,5.71,1.75,2.02,4.3,0.11,8.06,2.83,15,151,No,No,Average,47.59,5.31,16.91,33.26,42.5
190,21,Female,High School,0.92,0.76,0.69,3.93,1.36,7.97,5.14,46,365,Yes,No,Poor,84.39,86.94,23.79,83.7,44.81
191,25,Female,High School,1.31,4.96,3.8,0.26,4.02,4.19,4.59,94,332,Yes,Yes,Poor,26.1,96.68,81.9,37.6,82.05
192,19,Other,High School,1.87,5.95,0.05,5.0,4.59,4.29,9.07,69,180,No,No,Excellent,52.92,51.98,11.3,83.38,84.34
193,23,Female,Undergraduate,5.11,1.91,3.72,5.94,1.15,6.44,9.79,14,330,No,No,Excellent,35.71,76.01,22.77,30.9,99.07
194,24,Male,Undergraduate,5.83,5.37,3.95,1.71,1.54,5.7,3.7,118,229,No,Yes,Average,96.89,47.23,47.35,17.99,64.48
195,20,Female,Undergraduate,6.06,2.36,1.53,0.03,1.81,5.27,8.78,24,148,Yes,Yes,Good,88.58,36.84,32.43,67.54,52.17
196,19,Other,Postgraduate,1.07,2.06,2.36,5.88,0.11,6.57,7.31,5,367,Yes,No,Excellent,6.78,93.56,92.93,74.81,98.67
197,18,Female,Postgraduate,3.42,3.13,0.0,0.25,3.11,7.43,5.98,13,96,No,Yes,Average,7.53,86.62,35.53,7.72,47.44
198,24,Male,High School,5.83,1.78,2.01,1.51,1.26,7.74,2.88,94,224,No,No,Good,27.0,21.0,35.23,78.83,40.24
199,17,Female,High School,7.52,5.82,1.21,1.77,3.11,7.23,3.23,19,289,No,Yes,Good,32.24,14.48,26.69,79.13,14.31
200,20,Female,High School,5.45,3.89,0.1,1.12,3.89,5.27,5.98,3,41,No,Yes,Poor,99.78,95.11,33.37,94.66,59.17
201,19,Male,High School,5.65,3.63,1.62,2.41,1.96,7.65,5.17,13,235,No,No,Average,55.27,7.19,86.62,84.75,97.12
202,18,Other,Postgraduate,5.14,2.18,0.92,0.88,1.56,5.23,9.15,51,209,Yes,Yes,Excellent,10.36,64.13,0.36,90.15,78.15
203,19,Female,High School,0.99,2.73,4.58,4.76,1.45,6.31,4.22,36,342,No,Yes,Poor,67.43,40.52,20.71,50.23,76.89
204,22,Other,High School,7.09,1.2,3.54,0.64,3.1,7.33,9.98,90,386,No,No,Excellent,31.12,22.11,86.2,70.34,9.94
205,20,Other,High School,7.03,1.67,3.89,0.16,2.5,4.27,8.68,71,230,Yes,No,Average,65.27,94.37,77.92,50.1,56.92
206,21,Female,Postgraduate,2.22,0.98,0.18,2.33,0.29,8.07,3.88,80,176,Yes,No,Good,98.66,92.59,7.12,95.35,81.13
207,18,Female,High School,0.7,5.21,0.23,5.85,1.75,6.59,6.65,41,283,Yes,No,Average,82.88,49.8,7.1,51.09,1.47
208,17,Other,Postgraduate,4.66,3.01,0.81,3.2,1.32,6.64,7.49,0,284,No,No,Good,54.43,89.9,63.51,9.05,47.35
209,23,Other,Postgraduate,4.5,4.89,4.05,2.27,4.3,4.55,7.28,20,332,No,Yes,Poor,57.22,85.22,99.34,49.34,72.36
210,24,Female,High School,3.56,5.97,4.41,2.02,3.29,7.62,7.91,96,345,Yes,Yes,Average,32.69,28.99,66.41,97.32,38.91
211,17,Other,High School,4.06,0.89,4.75,0.11,3.3,7.52,6.08,82,136,No,Yes,Poor,60.77,7.51,57.84,1.22,55.65
212,22,Male,Postgraduate,4.0,2.69,2.42,0.74,1.33,6.16,8.12,54,310,Yes,Yes,Excellent,68.25,41.43,94.71,75.92,52.91
213,18,Female,Postgraduate,7.77,5.88,3.49,4.27,2.95,5.25,6.51,75,108,Yes,Yes,Poor,37.47,21.16,48.62,42.27,69.11
214,23,Female,High School,1.07,5.71,1.84,5.69,1.06,6.44,9.88,114,153,No,No,Excellent,66.34,31.92,80.11,41.03,7.27
215,18,Other,Postgraduate,7.58,5.07,1.17,1.8,0.7,7.25,5.33,106,367,No,No,Poor,25.72,21.4,38.08,85.15,73.67
216,24,Male,Undergraduate,6.91,3.33,2.48,0.61,2.53,5.71,4.21,28,180,No,Yes,Average,93.9,24.16,21.79,25.09,10.65
217,20,Male,High School,6.57,4.13,1.56,0.3,3.84,8.96,7.33,45,292,No,Yes,Good,82.42,6.6,65.09,2.15,56.39
218,22,Male,High School,0.59,5.84,1.77,3.86,2.06,5.91,9.06,20,58,No,No,Good,98.83,63.44,85.36,56.37,79.74
219,19,Other,Undergraduate,4.22,5.88,2.19,0.1,1.3,6.21,6.69,100,20,Yes,Yes,Poor,11.11,25.61,62.67,68.03,64.7
220,18,Female,Undergraduate,4.87,5.67,4.96,5.29,0.59,6.53,8.89,54,303,Yes,No,Average,36.09,14.07,43.16,26.56,32.47
221,25,Male,High School,5.25,3.92,0.66,3.49,0.4,5.94,7.15,75,130,Yes,No,Poor,85.29,19.75,92.86,98.13,59.8
222,18,Other,Postgraduate,1.4,3.3,3.17,4.61,2.16,6.84,4.77,48,321,Yes,No,Excellent,47.99,88.51,43.72,75.72,15.68
223,20,Female,Undergraduate,6.16,2.16,3.73,2.65,1.96,8.95,6.61,10,109,No,No,Excellent,79.14,72.38,19.12,84.95,27.65
224,20,Female,Undergraduate,6.35,5.91,1.21,4.6,1.48,8.11,8.4,14,187,Yes,Yes,Good,95.67,25.47,49.09,65.32,36.68
225,20,Other,Postgraduate,6.62,3.19,0.68,0.97,1.66,5.77,2.52,91,342,Yes,Yes,Excellent,69.45,78.9,49.13,2.96,15.08
226,22,Other,High School,3.04,5.81,2.61,0.58,3.83,8.07,8.65,113,375,Yes,Yes,Poor,98.64,47.89,73.07,40.02,46.4
227,24,Other,Postgraduate,0.82,5.41,1.63,2.64,3.6,7.69,5.76,71,397,Yes,Yes,Poor,57.33,98.4,36.08,2.2,33.36
228,22,Other,Undergraduate,1.68,4.9,4.92,0.68,2.89,7.88,7.63,77,370,Yes,Yes,Poor,46.53,34.03,51.37,44.95,52.55
229,20,Male,Postgraduate,4.98,2.76,4.55,4.76,4.08,4.66,5.85,33,95,No,No,Average,60.81,38.01,64.47,74.75,2.58
230,22,Male,Postgraduate,2.55,0.82,3.55,0.42,0.9,5.39,9.72,33,296,No,Yes,Good,59.42,69.65,49.47,59.13,99.53
231,23,Other,Postgraduate,4.76,0.58,0.62,0.75,4.08,8.34,5.37,67,151,Yes,No,Good,17.68,57.76,7.25,6.23,3.29
232,20,Male,Undergraduate,6.14,4.83,1.57,3.6,1.44,5.29,4.9,83,219,No,Yes,Poor,57.2,36.55,90.88,56.03,32.28
233,18,Other,Postgraduate,6.73,5.71,3.61,3.06,4.85,5.23,9.12,103,153,Yes,Yes,Good,89.77,25.76,76.38,80.05,41.49
234,25,Female,High School,1.78,1.69,4.44,4.03,3.07,5.91,9.51,30,38,Yes,Yes,Good,51.66,29.34,71.45,64.98,67.03
235,24,Female,Postgraduate,4.24,2.63,3.82,1.69,4.16,5.08,5.56,36,51,Yes,Yes,Poor,71.59,70.09,9.8,42.29,98.5
236,18,Male,Undergraduate,4.38,3.75,0.97,1.41,0.21,4.2,8.58,16,322,Yes,Yes,Excellent,37.76,57.57,61.77,3.0,81.95
237,21,Female,High School,7.66,4.21,1.69,1.36,1.52,4.53,7.56,20,91,No,No,Good,89.02,91.82,51.63,85.43,90.58
238,18,Female,Postgraduate,5.73,1.29,4.36,1.32,0.78,6.41,6.98,91,99,Yes,Yes,Average,97.02,45.15,9.55,51.25,1.59
239,24,Other,Undergraduate,3.61,3.14,2.92,3.4,4.3,6.79,2.33,74,255,Yes,Yes,Average,93.17,31.72,48.92,24.19,72.54
240,17,Female,High School,1.21,0.63,4.27,3.32,0.9,7.64,8.73,99,291,Yes,No,Excellent,27.48,59.19,62.09,33.6,68.86
241,24,Male,High School,5.04,1.25,4.04,5.55,1.07,6.18,5.05,75,173,Yes,No,Excellent,23.24,11.52,71.68,73.14,54.42
242,25,Female,High School,2.55,3.38,4.8,2.39,4.72,7.58,3.44,6,105,No,Yes,Excellent,1.9,44.22,64.46,62.29,62.84
243,24,Male,Postgraduate,7.35,4.86,2.89,3.88,0.94,5.04,4.69,47,355,Yes,No,Good,92.54,95.73,92.19,44.95,37.55
244,25,Other,High School,3.13,2.03,0.39,2.42,4.31,6.19,7.42,114,95,Yes,No,Average,87.03,24.26,58.39,9.21,92.58
245,23,Female,Undergraduate,6.27,1.07,4.75,5.85,4.7,6.51,7.3,86,143,Yes,Yes,Good,18.42,52.36,57.46,21.63,77.4
246,17,Male,Postgraduate,3.81,3.99,0.2,0.29,0.1,6.27,7.11,116,105,Yes,No,Poor,46.49,62.63,4.06,54.37,53.49
247,24,Male,High School,3.48,3.67,3.28,3.68,1.97,4.69,5.73,100,12,No,Yes,Poor,50.97,69.22,14.01,78.84,34.99
248,24,Other,High School,5.36,0.59,0.15,2.3,3.49,5.24,4.54,22,135,Yes,Yes,Excellent,14.9,82.73,9.67,20.88,97.95
249,20,Male,High School,4.86,4.95,3.51,1.19,1.9,4.4,3.69,13,24,No,No,Good,28.91,44.53,37.4,87.73,94.35
250,19,Female,Undergraduate,5.89,3.51,2.67,0.53,1.13,6.97,2.33,91,392,No,Yes,Poor,67.84,2.3,94.07,61.32,50.81
251,20,Male,Undergraduate,2.57,4.25,1.23,3.87,0.67,4.58,2.89,68,45,No,Yes,Excellent,29.23,5.07,67.41,59.07,20.94
252,25,Other,Postgraduate,1.43,5.65,0.14,1.78,3.16,6.82,8.68,112,267,Yes,No,Good,89.61,77.11,1.69,4.81,97.47
253,25,Male,Postgraduate,7.42,0.73,0.04,1.99,3.6,4.23,8.64,45,283,No,No,Good,91.16,25.09,70.9,95.19,85.95
254,25,Male,High School,6.51,2.94,1.58,5.84,1.94,8.78,9.29,63,63,Yes,No,Average,73.76,85.42,24.2,9.88,16.87
255,21,Other,High School,1.84,2.51,2.3,3.35,0.08,5.54,6.94,80,330,No,Yes,Average,48.76,46.89,77.02,78.84,90.45
256,24,Other,Undergraduate,3.69,4.38,2.58,5.92,4.98,4.36,2.54,68,250,No,Yes,Poor,36.7,47.67,35.67,40.55,35.89
257,21,Male,Undergraduate,7.67,2.53,4.33,0.59,2.94,6.62,4.47,111,245,No,Yes,Poor,25.16,85.48,30.52,60.81,43.75
258,20,Male,Postgraduate,3.63,5.22,3.32,2.48,0.26,8.26,7.9,94,24,Yes,No,Poor,74.43,69.87,0.83,19.11,22.09
259,20,Other,Undergraduate,5.41,1.82,3.04,2.76,3.3,6.38,2.71,14,207,Yes,Yes,Excellent,5.68,17.61,3.3,11.9,61.22
260,21,Female,Undergraduate,4.52,3.07,3.14,3.53,4.09,5.74,8.59,59,136,Yes,No,Average,35.73,26.33,86.57,1.25,75.7
261,25,Female,Postgraduate,1.43,1.12,3.05,2.0,4.87,5.9,6.97,100,342,No,No,Average,9.26,99.83,90.42,12.74,79.45
262,24,Other,Postgraduate,3.15,5.64,2.6,4.79,2.59,8.65,5.12,65,11,Yes,No,Good,23.04,47.79,52.18,76.03,49.03
263,19,Female,Postgraduate,0.61,0.58,3.46,3.31,4.83,8.96,3.62,59,253,No,Yes,Good,15.04,96.32,99.57,36.17,97.68
264,17,Other,Postgraduate,1.22,1.58,2.34,2.92,2.43,6.06,5.05,38,29,Yes,Yes,Average,12.86,79.08,76.27,67.17,21.91
265,18,Other,Postgraduate,7.76,2.54,4.92,3.99,4.33,7.95,3.68,3,1,Yes,Yes,Poor,26.86,41.0,95.15,41.09,41.14
266,20,Male,Postgraduate,5.78,2.03,4.62,1.32,3.76,4.32,4.85,41,388,No,Yes,Good,2.85,51.86,19.52,78.99,68.34
267,17,Male,Undergraduate,5.62,5.31,0.21,1.99,3.9,8.3,3.54,90,258,Yes,No,Average,84.3,61.4,40.57,96.39,56.61
268,22,Female,Postgraduate,2.2,0.94,2.55,1.17,0.93,5.8,3.0,54,163,No,No,Average,3.95,50.43,68.81,22.65,4.37
269,24,Male,Undergraduate,1.95,2.4,1.77,2.24,0.39,7.99,9.78,100,225,Yes,Yes,Poor,59.92,71.85,22.3,3.84,32.45
270,22,Other,Undergraduate,7.35,4.63,0.16,3.16,4.61,4.88,9.03,75,14,No,No,Poor,76.61,57.12,36.73,52.48,8.22
271,23,Other,High School,4.49,2.1,4.29,3.31,4.52,7.08,4.31,90,177,Yes,Yes,Good,11.44,9.89,44.42,42.04,97.02
272,18,Female,High School,5.06,1.01,0.68,2.24,3.65,8.31,4.24,86,338,No,No,Poor,98.36,73.47,42.98,57.32,30.58
273,19,Other,Undergraduate,4.01,1.58,3.24,5.97,3.45,6.35,8.06,7,304,Yes,Yes,Good,18.61,7.52,68.69,32.33,95.78
274,19,Male,Postgraduate,7.91,1.56,2.5,0.4,3.87,8.42,6.99,73,91,Yes,Yes,Excellent,41.19,69.28,12.41,64.75,14.45
275,23,Other,Postgraduate,7.02,1.7,3.49,3.27,3.12,6.92,9.48,100,173,Yes,No,Poor,23.2,67.99,88.03,88.12,80.28
276,22,Female,High School,3.69,3.68,4.26,0.61,3.55,4.03,6.41,70,299,Yes,Yes,Excellent,86.43,43.15,45.27,66.19,36.75
277,24,Other,Undergraduate,5.57,3.18,1.49,5.12,0.03,5.46,2.8,54,100,Yes,Yes,Average,31.29,20.44,8.31,59.29,2.7
278,21,Female,Undergraduate,5.49,5.66,1.53,3.71,1.78,5.11,7.65,70,36,Yes,Yes,Poor,0.66,67.8,89.62,84.88,28.62
279,18,Female,High School,7.27,5.47,1.33,5.82,2.65,7.37,3.58,77,399,No,No,Excellent,13.66,83.8,73.32,62.99,20.33
280,24,Male,Undergraduate,2.02,2.0,0.08,5.41,4.52,6.09,6.62,105,206,No,Yes,Good,2.87,57.61,49.97,71.49,87.88
281,25,Other,Undergraduate,2.78,1.54,4.7,3.8,2.5,4.62,3.56,39,17,No,Yes,Excellent,20.84,12.58,74.68,29.6,20.59
282,18,Other,High School,5.06,3.55,2.39,4.94,4.28,6.03,2.53,114,183,No,Yes,Poor,38.54,77.25,89.65,89.62,36.34
283,17,Female,Undergraduate,6.44,3.48,0.95,2.39,1.68,5.04,8.98,22,68,No,No,Average,5.92,44.33,10.14,15.11,11.66
284,23,Female,Undergraduate,3.56,1.4,3.65,3.79,0.63,4.9,3.33,52,209,No,Yes,Average,21.15,88.74,87.6,54.66,98.9
285,22,Other,Postgraduate,4.47,2.37,0.03,1.19,3.37,8.13,9.52,52,60,Yes,No,Poor,41.68,10.31,20.74,47.85,46.77
286,20,Other,Postgraduate,4.17,3.93,3.92,4.45,4.02,5.58,9.51,107,58,Yes,No,Good,89.19,16.04,9.52,59.22,77.22
287,17,Male,Undergraduate,1.23,2.9,4.59,2.36,2.31,6.81,5.7,71,98,Yes,No,Excellent,20.59,46.1,69.97,80.42,71.35
288,25,Female,High School,3.97,5.85,1.71,4.57,2.43,7.47,6.23,98,194,Yes,Yes,Poor,30.4,28.86,12.21,17.66,89.73
289,17,Other,High School,5.48,4.61,2.99,0.23,1.75,7.18,4.88,98,307,No,Yes,Poor,84.27,18.65,41.76,16.42,37.63
290,24,Male,Undergraduate,7.38,1.26,4.28,3.67,1.1,7.54,2.52,61,113,Yes,Yes,Excellent,13.19,99.99,43.0,20.88,72.09
291,17,Other,Undergraduate,1.26,1.29,3.03,1.18,0.56,7.34,6.64,79,20,Yes,No,Good,11.59,21.02,29.48,46.96,0.67
292,19,Male,Postgraduate,3.85,4.12,1.74,5.28,2.54,6.93,8.0,40,172,No,Yes,Poor,35.97,62.2,87.44,48.1,7.62
293,17,Female,Undergraduate,7.85,1.35,1.04,2.26,4.19,6.2,9.01,40,328,Yes,Yes,Average,27.32,58.5,65.98,47.39,39.72
294,24,Other,Postgraduate,2.56,4.05,2.75,0.19,1.93,8.48,6.18,0,21,Yes,Yes,Average,13.73,77.3,45.29,89.52,31.77
295,20,Other,High School,2.98,3.75,1.12,2.81,2.14,6.91,4.11,89,31,Yes,No,Average,0.77,94.86,14.86,53.32,27.27
296,18,Male,Postgraduate,1.32,4.04,0.16,0.62,3.53,4.32,2.66,92,262,No,No,Good,77.84,90.87,79.76,85.61,61.49
297,20,Female,Postgraduate,4.6,2.93,2.1,2.26,1.83,8.72,3.01,64,380,No,No,Excellent,55.68,43.89,16.55,38.21,82.41
298,24,Male,Postgraduate,6.15,1.43,2.13,1.26,4.49,6.75,2.17,101,393,No,Yes,Excellent,86.23,67.09,98.15,93.83,29.53
299,18,Male,Postgraduate,5.35,2.09,4.63,2.69,0.83,6.86,2.47,85,283,No,No,Excellent,52.41,81.39,68.29,8.7,7.66
300,19,Female,High School,3.31,1.3,0.23,2.26,2.67,6.11,4.95,16,150,No,Yes,Poor,96.58,16.65,35.01,48.66,13.9
301,23,Male,Postgraduate,1.57,2.52,1.94,2.46,0.71,6.61,4.12,52,199,Yes,Yes,Poor,70.62,77.0,75.61,42.91,75.82
302,18,Other,High School,5.83,2.8,4.06,0.41,3.98,4.85,5.72,10,128,Yes,No,Excellent,69.81,36.31,95.19,31.57,46.37
303,17,Other,Undergraduate,2.22,1.96,1.92,2.33,0.63,4.7,5.49,41,337,Yes,Yes,Good,39.55,7.46,74.29,29.51,16.96
304,24,Male,High School,0.61,0.75,3.21,2.85,3.99,4.42,4.98,105,211,Yes,No,Good,31.83,27.15,81.88,43.71,12.1
305,20,Other,Undergraduate,3.54,3.92,1.26,3.24,1.51,8.49,9.54,86,79,Yes,No,Excellent,11.44,40.06,22.33,20.72,77.54
306,18,Female,Postgraduate,3.42,1.4,0.6,5.17,4.04,7.97,7.13,106,343,Yes,Yes,Average,26.29,20.49,12.12,6.06,98.32
307,19,Other,Postgraduate,2.34,1.76,2.06,0.69,4.96,4.3,6.13,53,342,No,No,Good,43.51,10.78,47.52,21.57,52.0
308,19,Male,High School,3.66,3.17,3.39,2.7,1.45,5.9,5.02,61,132,Yes,Yes,Excellent,59.0,70.55,0.04,66.66,9.68
309,21,Male,Postgraduate,3.59,0.85,3.82,4.23,0.65,5.24,3.95,78,64,No,No,Poor,57.19,11.69,68.7,32.22,36.59
310,25,Other,Undergraduate,6.73,4.08,1.39,3.89,1.58,7.79,8.07,66,200,No,No,Excellent,74.42,96.34,60.53,74.23,0.5
311,18,Female,Undergraduate,2.49,0.67,0.83,0.37,0.58,5.85,8.75,104,329,Yes,No,Average,62.39,53.67,8.94,27.12,47.95
312,25,Male,High School,0.58,1.37,1.49,4.06,2.17,6.88,8.34,2,236,No,No,Poor,31.85,57.58,45.48,96.17,31.68
313,18,Male,High School,4.46,4.71,3.91,0.61,3.4,8.01,8.73,67,119,No,Yes,Average,72.49,31.0,45.35,52.55,43.27
314,18,Male,Postgraduate,5.05,4.25,3.21,0.14,4.25,5.91,7.73,12,59,No,Yes,Excellent,15.23,15.24,90.33,89.13,92.58
315,22,Male,High School,4.9,3.89,4.95,5.91,0.88,4.57,6.78,59,178,No,No,Average,48.29,98.88,48.27,44.27,77.51
316,18,Other,Undergraduate,4.24,0.92,5.0,4.34,0.03,4.21,7.65,38,47,Yes,No,Excellent,65.7,3.3,28.61,49.74,18.85
317,19,Male,Undergraduate,5.38,4.3,1.26,2.45,0.21,6.06,2.61,15,253,Yes,No,Excellent,4.61,50.56,74.66,72.5,13.2
318,20,Female,High School,4.87,2.86,4.12,2.25,2.05,5.4,2.41,58,31,Yes,Yes,Good,44.03,31.28,5.46,28.64,97.04
319,17,Male,Undergraduate,5.39,5.04,0.08,0.41,0.27,8.56,9.8,15,0,Yes,Yes,Good,46.14,69.41,10.29,80.67,77.62
320,17,Female,High School,6.26,3.64,0.16,2.88,4.24,8.58,9.6,112,177,No,No,Excellent,49.46,84.46,75.25,39.87,25.86
321,23,Female,Postgraduate,1.59,1.84,0.99,3.78,3.28,7.07,3.05,17,376,Yes,No,Average,15.95,35.47,99.54,80.33,92.91
322,21,Female,Undergraduate,7.45,1.45,3.11,2.14,1.84,5.67,6.59,65,293,Yes,Yes,Good,73.24,72.16,35.48,6.49,73.95
323,19,Female,Undergraduate,7.63,3.09,4.95,0.69,3.41,6.67,4.16,116,80,No,Yes,Average,94.0,53.6,57.32,30.72,64.89
324,20,Female,High School,2.78,5.31,3.13,3.36,3.65,6.9,9.0,111,139,No,No,Average,41.9,46.69,20.19,29.73,8.4
325,21,Male,Undergraduate,6.83,5.74,4.96,5.54,3.81,6.28,9.99,109,111,No,Yes,Average,20.61,27.5,59.47,54.04,47.53
326,19,Other,Postgraduate,4.07,4.67,4.19,3.8,1.09,6.26,2.06,70,139,No,Yes,Poor,98.42,75.3,88.06,24.86,16.46
327,21,Female,Undergraduate,4.35,4.87,1.13,0.54,3.54,7.55,8.17,10,13,No,Yes,Average,87.55,52.26,21.35,79.25,16.16
328,21,Female,Undergraduate,3.56,1.04,4.24,2.1,1.66,8.28,4.6,97,38,Yes,No,Good,95.2,8.86,60.16,29.5,90.75
329,20,Other,High School,7.79,4.19,1.78,3.69,2.71,8.12,9.5,117,50,Yes,No,Average,47.57,18.62,38.18,38.24,68.86
330,22,Female,Postgraduate,3.3,5.34,1.55,0.87,5.0,7.84,8.57,63,31,Yes,Yes,Good,18.51,63.4,41.86,39.65,72.22
331,17,Female,Undergraduate,6.42,4.82,4.4,2.24,4.35,5.29,3.71,26,276,Yes,Yes,Excellent,99.1,85.31,4.93,76.22,76.31
332,18,Male,Undergraduate,2.31,5.11,3.71,4.93,4.23,8.23,3.76,21,160,Yes,Yes,Poor,92.6,88.85,13.91,74.86,64.93
333,20,Male,High School,6.2,5.79,1.03,0.24,2.58,8.7,4.49,112,233,No,No,Average,68.22,24.71,29.1,81.17,57.07
334,22,Female,High School,3.63,3.97,2.94,2.43,1.4,4.85,4.52,102,261,Yes,No,Good,43.75,16.19,58.02,46.04,72.14
335,19,Other,Undergraduate,5.64,5.37,0.73,0.95,1.39,6.32,6.62,101,213,No,Yes,Excellent,86.92,53.7,85.03,94.21,74.61
336,18,Male,High School,7.29,3.9,4.87,2.44,3.92,4.38,3.19,110,194,Yes,No,Poor,1.44,66.78,72.51,82.79,0.49
337,22,Other,Undergraduate,7.73,1.74,1.34,3.73,4.16,5.14,4.21,12,64,Yes,Yes,Good,62.86,17.11,97.05,2.74,50.72
338,19,Male,High School,4.96,2.01,4.71,5.44,4.69,6.72,7.05,8,215,Yes,No,Excellent,29.97,92.8,28.35,42.17,28.22
339,25,Other,Undergraduate,6.88,0.91,2.59,5.73,1.87,4.78,6.75,44,91,No,Yes,Poor,58.09,62.23,5.29,72.34,8.71
340,21,Female,Postgraduate,6.95,2.6,1.63,0.76,3.76,6.71,3.18,89,256,No,Yes,Excellent,6.54,76.37,39.26,51.55,88.32
341,18,Other,Undergraduate,2.63,4.42,4.37,0.63,3.82,6.56,7.96,22,201,Yes,Yes,Average,99.26,35.98,45.65,40.77,78.9
342,25,Female,Undergraduate,1.65,1.46,2.32,5.37,4.81,6.65,7.54,7,67,Yes,Yes,Average,93.58,70.59,47.51,72.55,74.07
343,19,Male,Undergraduate,4.1,4.15,4.74,1.7,0.31,4.79,8.08,85,198,Yes,Yes,Poor,0.02,91.75,70.54,61.65,96.53
344,18,Female,Postgraduate,7.14,2.16,4.09,0.52,2.18,6.42,9.82,1,152,No,No,Excellent,67.02,20.58,49.72,36.46,14.67
345,23,Other,High School,4.89,2.47,4.26,0.43,2.57,8.92,4.19,40,161,No,No,Average,83.82,99.83,14.44,16.11,53.2
346,23,Female,High School,2.68,3.16,3.81,5.8,4.98,4.44,3.0,0,109,Yes,Yes,Poor,79.33,93.08,16.13,39.47,26.72
347,23,Other,High School,0.77,2.86,1.76,5.79,4.42,7.25,7.1,71,157,No,No,Poor,29.38,58.07,49.69,61.31,13.0
348,25,Other,Undergraduate,3.04,3.8,1.97,2.22,4.46,7.42,2.41,98,152,No,No,Excellent,47.78,29.52,39.8,9.93,10.73
349,21,Male,Undergraduate,7.13,2.12,3.38,5.43,0.74,8.65,4.65,103,136,Yes,Yes,Excellent,60.76,12.29,2.28,5.9,82.22
350,25,Female,Postgraduate,4.79,1.11,1.36,4.94,1.95,7.06,9.35,3,212,Yes,No,Good,49.71,22.97,43.18,81.64,19.57
351,17,Other,Postgraduate,6.95,5.31,1.23,4.53,4.07,6.73,2.48,54,274,Yes,No,Good,65.1,14.94,24.08,38.38,71.24
352,20,Female,Postgraduate,1.47,3.07,2.48,0.39,1.56,8.74,4.97,32,267,Yes,No,Excellent,63.55,7.43,89.18,80.06,65.4
353,18,Female,High School,0.55,3.03,4.51,5.57,2.1,8.14,5.39,36,146,No,Yes,Excellent,81.73,36.48,45.09,25.8,21.62
354,25,Other,Postgraduate,3.57,3.48,0.45,0.94,0.08,7.59,9.87,37,392,No,No,Excellent,36.59,48.2,44.4,36.19,80.13
355,20,Male,High School,6.06,1.98,1.71,1.41,1.3,6.21,2.64,52,301,Yes,No,Excellent,41.35,23.07,26.43,91.99,19.82
356,23,Male,Postgraduate,2.56,2.19,4.6,0.04,2.24,6.54,5.44,116,1,Yes,No,Excellent,44.64,48.32,55.6,77.31,61.58
357,20,Other,High School,3.24,1.1,2.72,5.53,0.1,4.27,4.77,112,346,Yes,No,Average,5.84,22.01,2.14,43.87,80.49
358,21,Other,High School,3.29,4.75,1.84,5.37,3.99,5.11,9.41,112,349,No,Yes,Good,90.55,66.29,47.83,98.0,38.56
359,18,Female,High School,5.4,4.71,1.16,3.59,4.53,7.1,2.17,6,26,Yes,No,Average,42.14,6.65,60.22,53.46,77.89
360,25,Other,Postgraduate,6.11,4.47,2.75,2.85,1.14,7.96,6.93,53,87,No,Yes,Poor,45.41,54.01,14.35,37.32,85.99
361,20,Other,High School,6.63,3.49,4.95,1.09,2.57,6.91,6.25,63,293,No,No,Good,34.82,35.01,77.88,5.77,30.23
362,23,Male,High School,7.05,2.34,1.66,4.64,3.22,7.15,9.07,104,332,Yes,Yes,Good,34.67,0.28,43.61,76.01,48.57
363,21,Male,High School,2.86,5.26,3.35,1.14,4.45,8.63,3.57,108,287,Yes,Yes,Good,32.61,54.91,42.59,9.72,27.51
364,18,Female,Postgraduate,6.21,2.54,3.26,1.47,2.82,7.28,6.66,72,149,Yes,No,Good,50.05,3.16,13.25,63.11,35.53
365,24,Female,Postgraduate,7.57,1.24,3.77,5.66,2.61,5.38,4.29,106,82,Yes,Yes,Average,74.96,34.44,56.61,20.35,84.79
366,23,Male,High School,3.66,3.34,4.97,3.33,0.16,7.24,4.44,12,346,No,Yes,Excellent,92.84,28.07,59.77,71.86,84.7
367,20,Other,High School,1.75,5.45,1.0,0.8,4.68,7.38,8.63,46,131,No,No,Good,62.85,92.34,78.22,0.71,37.87
368,19,Female,Undergraduate,6.07,4.91,2.1,1.01,0.71,5.66,8.75,58,61,No,Yes,Excellent,20.14,65.37,31.63,57.35,30.28
369,23,Female,High School,1.54,4.62,2.36,3.44,4.0,8.03,7.08,56,17,No,No,Poor,18.25,52.58,67.92,19.74,53.35
370,22,Male,Postgraduate,4.38,1.14,2.24,2.22,4.31,5.32,7.62,110,17,Yes,No,Average,90.22,85.39,56.87,6.42,57.85
